ID,Program_Area,Program_Name,Fiscal_Year,Activity_Code,Grant_Number,Grantee_Name,State,County,Congressional_District,Grantee_Class,Awardee_Amount,Grantee_Contact_Details
5261,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC26808,NORTHSHORE UNIVERSITY HEALTHSYSTEM,IL,Cook,IL-09,"Corporate Entity, Federal Tax Exempt",299974,"1301 Central St  Evanston, IL 60201-1613 "
5262,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00110,"AUNT MARTHA'S YOUTH SERVICE CENTER, INC.",IL,Cook,IL-02,"Corporate Entity, Federal Tax Exempt",680250,"19990 Governors Hwy  Olympia Fields, IL 60461-1021 "
5263,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00066,HEALTHCARE CONSORTIUM OF ILLINOIS,IL,Cook,IL-02,"Corporate Entity, Federal Tax Exempt",1045307,"1350 E Sibley Blvd Ste 303  Dolton, IL 60419-3060 "
5264,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00098,Access Community Health Network,IL,Cook,IL-07,"Corporate Entity, Federal Tax Exempt",1088400,"600 W Fulton St Ste 200  Chicago, IL 60661-1262 "
5265,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC27838,SGA YOUTH & FAMILY SERVICES NFP,IL,Cook,IL-07,"Corporate Entity, Federal Tax Exempt",1567828,"11 E Adams St Ste 1500  Chicago, IL 60603-6309 "
5266,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC27832,"Near North Health Service Corporation, The",IL,Cook,IL-07,"Corporate Entity, Federal Tax Exempt",680250,"1276 N Clybourn Ave  Chicago, IL 60610-2089 "
5267,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC06685,Loyola University of Chicago,IL,Cook,IL-07,"Corporate Entity, Federal Tax Exempt",130000,"2160 S 1st Ave  Maywood, IL 60153-3328 "
5268,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC04498,UNIVERSITY OF ILLINOIS,IL,Cook,IL-07,U.S. Government Entity,139061,"809 S Marshfield Ave Rm 520  Chicago, IL 60612-4305 "
5269,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2016,T76,T76MC00009,UNIVERSITY OF ILLINOIS,IL,Cook,IL-07,U.S. Government Entity,350000,"809 S Marshfield Ave Rm 520  Chicago, IL 60612-4305 "
5270,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC11047,UNIVERSITY OF ILLINOIS,IL,Cook,IL-07,U.S. Government Entity,705185,"809 S Marshfield Ave Rm 520  Chicago, IL 60612-4305 "
5271,Maternal and Child Health,Training CED/COR Pediatric and Child Psychiatry,2016,T20,T20MC25634,UNIVERSITY OF ILLINOIS,IL,Cook,IL-07,U.S. Government Entity,9712,"809 S Marshfield Ave Rm 520  Chicago, IL 60612-4305 "
5272,Maternal and Child Health,Epidemiological MCH/SPH Institute,2016,T03,T03MC07644,UNIVERSITY OF ILLINOIS,IL,Cook,IL-07,U.S. Government Entity,27250,"809 S Marshfield Ave Rm 520  Chicago, IL 60612-4305 "
5273,Maternal and Child Health,Comprehensive Hemophilia Diagnostic and Treatment Centers,2016,UC8,UC8MC24079,"AMERICAN THROMBOSIS AND HEMOSTASIS NETWORK, INC.",IL,Lake,IL-10,"Corporate Entity, Federal Tax Exempt",800000,"72 Treasure Ln  Riverwoods, IL 60015-3754 "
5274,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC27377,"Public Health, Illinois Department Of",IL,Sangamon,IL-13,U.S. Government Entity,95374,"535 W Jefferson St Lbby  Springfield, IL 62702-5058 "
5275,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29341,"Public Health, Illinois Department Of",IL,Sangamon,IL-13,U.S. Government Entity,21077799,"535 W Jefferson St Lbby  Springfield, IL 62702-5058 "
5276,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29468,"HUMAN SERVICES, ILLINOIS DEPARTMENT OF",IL,Sangamon,IL-13,U.S. Government Entity,8688340,"100 South Grand Ave E  Springfield, IL 62704-3802 "
5277,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00049,"Southern Illinois Health Care Foundation, Inc.",IL,St. Clair,IL-12,"Corporate Entity, Federal Tax Exempt",680250,"2041 Goose Lake Rd  Sauget, IL 62206-2822 "
5278,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC06873,"ARC OF ILLINOIS, THE",IL,Will,IL-01,"Corporate Entity, Federal Tax Exempt",94800,"20901 S La Grange Rd Ste 209  Frankfort, IL 60423-3213 "
5279,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00083,NORTHWEST INDIANA HEALTH DEPARTMENT COOPERATIVE,IN,Lake,IN-01,U.S. Government Entity,564865,"839 Broadway Ste S202  Gary, IN 46402-2418 "
5280,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC11304,TRUSTEES OF INDIANA UNIVERSITY,IN,Marion,IN-07,Other,130000,"980 Indiana Ave Rm 2232  Indianapolis, IN 46202-2915 "
5281,Maternal and Child Health,Leadership Education  in Adolescent Health (LEAH),2016,T71,T71MC00008,TRUSTEES OF INDIANA UNIVERSITY,IN,Marion,IN-07,Other,440840,"980 Indiana Ave Rm 2232  Indianapolis, IN 46202-2915 "
5282,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC00015,TRUSTEES OF INDIANA UNIVERSITY,IN,Marion,IN-07,Other,616392,"980 Indiana Ave Rm 2232  Indianapolis, IN 46202-2915 "
5283,Maternal and Child Health,Community-Based Integrated Service Systems (Local/State),2016,H25,H25MC00263,Indiana State Department Of Health,IN,Marion,IN-07,U.S. Government Entity,393787,"2 N Meridian St Fl 1  Indianapolis, IN 46204-3010 "
5284,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00138,THE HEALTH & HOSPITAL CORP OF MARION COUNTY,IN,Marion,IN-07,U.S. Government Entity,1037751,"3838 N Rural St Fl 8  Indianapolis, IN 46205-2930 "
5285,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29342,Indiana State Department Of Health,IN,Marion,IN-07,U.S. Government Entity,12206297,"2 N Meridian St Fl 1  Indianapolis, IN 46204-3010 "
5286,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00017,Indiana State Department Of Health,IN,Marion,IN-07,U.S. Government Entity,50070,"2 N Meridian St Fl 1  Indianapolis, IN 46204-3010 "
5287,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC23640,Indiana State Department Of Health,IN,Marion,IN-07,U.S. Government Entity,250000,"2 N Meridian St Fl 1  Indianapolis, IN 46204-3010 "
5288,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29469,Indiana State Department Of Health,IN,Marion,IN-07,U.S. Government Entity,10518746,"2 N Meridian St Fl 1  Indianapolis, IN 46204-3010 "
5289,Maternal and Child Health,Integrated Community Systems for CSHCN,2016,D70,D70MC27544,Indiana State Department Of Health,IN,Marion,IN-07,U.S. Government Entity,299362,"2 N Meridian St Fl 1  Indianapolis, IN 46204-3010 "
5290,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC21659,FAMILY TO FAMILY INC,IN,St. Joseph,IN-02,"Corporate Entity, Federal Tax Exempt",94800,"16130 Brockton Ct  Granger, IN 46530-9714 "
5291,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC00016,"UNIVERSITY OF IOWA, THE",IA,Johnson,IA-02,U.S. Government Entity,616392,"105 Jessup Hall  Iowa City, IA 52242-1316 "
5292,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00052,VISITING NURSE SERVICES,IA,Polk,IA-03,"Corporate Entity, Federal Tax Exempt",1088400,"1111 9th St Ste 320  Des Moines, IA 50314-2527 "
5293,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC24065,"ACCESS FOR SPECIAL KIDS RESOURCE CENTER, INC.",IA,Polk,IA-03,"Corporate Entity, Federal Tax Exempt",94800,"5665 Greendale Rd Ste D  Johnston, IA 50131-1592 "
5294,Maternal and Child Health,Integrated Community Systems for CSHCN,2016,D70,D70MC27545,"PUBLIC HEALTH, IOWA DEPARTMENT OF",IA,Polk,IA-03,U.S. Government Entity,285942,"321 E 12th St  Des Moines, IA 50319-1002 "
5295,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29470,"PUBLIC HEALTH, IOWA DEPARTMENT OF",IA,Polk,IA-03,U.S. Government Entity,5686076,"321 E 12th St  Des Moines, IA 50319-1002 "
5296,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC26835,"PUBLIC HEALTH, IOWA DEPARTMENT OF",IA,Polk,IA-03,U.S. Government Entity,299400,"321 E 12th St  Des Moines, IA 50319-1002 "
5297,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00018,"PUBLIC HEALTH, IOWA DEPARTMENT OF",IA,Polk,IA-03,U.S. Government Entity,95374,"321 E 12th St  Des Moines, IA 50319-1002 "
5298,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29343,"PUBLIC HEALTH, IOWA DEPARTMENT OF",IA,Polk,IA-03,U.S. Government Entity,6495727,"321 E 12th St  Des Moines, IA 50319-1002 "
5299,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC06723,"PUBLIC HEALTH, IOWA DEPARTMENT OF",IA,Polk,IA-03,U.S. Government Entity,130000,"321 E 12th St  Des Moines, IA 50319-1002 "
5300,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC26822,"UNIVERSITY OF KANSAS CENTER FOR RESEARCH, INC.",KS,Douglas,KS-02,"Corporate Entity, Federal Tax Exempt",299993,"2385 Irving Hill Rd  Lawrence, KS 66045-7563 "
5301,Maternal and Child Health,MCH Research Network Programs,2016,UA6,UA6MC27762,"UNIVERSITY OF KANSAS CENTER FOR RESEARCH, INC.",KS,Douglas,KS-02,"Corporate Entity, Federal Tax Exempt",299999,"2385 Irving Hill Rd  Lawrence, KS 66045-7563 "
5302,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC06623,"UNIVERSITY OF KANSAS MEDICAL CENTER RESEARCH INSTITUTE, INC.",KS,Johnson,KS-03,"Corporate Entity, Federal Tax Exempt",616392,"4330 Shawnee Mission Pkwy  Shawnee Mission, KS 66205-2522 "
5303,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC11254,COUNTY OF SEDGWICK,KS,Sedgwick,KS-04,U.S. Government Entity,649930,"525 N Main St Ste 823  Wichita, KS 67203-3728 "
5304,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC09487,FAMILIES TOGETHER INC,KS,Shawnee,KS-02,"Corporate Entity, Federal Tax Exempt",94800,"5611 Sw Barrington Ct S Ste 120  Topeka, KS 66614-2556 "
5305,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29471,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",KS,Shawnee,KS-02,U.S. Government Entity,4834188,"1000 Sw Jackson St  Topeka, KS 66612-1300 "
5306,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29344,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",KS,Shawnee,KS-02,U.S. Government Entity,4754917,"1000 Sw Jackson St  Topeka, KS 66612-1300 "
5307,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC27818,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",KS,Shawnee,KS-02,U.S. Government Entity,680250,"1000 Sw Jackson St  Topeka, KS 66612-1300 "
5308,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC00049,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",KS,Shawnee,KS-02,U.S. Government Entity,250000,"1000 Sw Jackson St  Topeka, KS 66612-1300 "
5309,Maternal and Child Health,Community-Based Integrated Service Systems (Local/State),2016,H25,H25MC00234,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",KS,Shawnee,KS-02,U.S. Government Entity,425615,"1000 Sw Jackson St  Topeka, KS 66612-1300 "
5310,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00019,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",KS,Shawnee,KS-02,U.S. Government Entity,95374,"1000 Sw Jackson St  Topeka, KS 66612-1300 "
5311,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC06726,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",KS,Shawnee,KS-02,U.S. Government Entity,130000,"1000 Sw Jackson St  Topeka, KS 66612-1300 "
5312,Maternal and Child Health,Integrated Community Systems for CSHCN,2016,D70,D70MC28869,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",KS,Shawnee,KS-02,U.S. Government Entity,300000,"1000 Sw Jackson St  Topeka, KS 66612-1300 "
5313,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2016,H17,H17MC23551,UNIVERSITY OF KENTUCKY,KY,Fayette,KY-06,"Corporate Entity, Federal Tax Exempt",43745,"500 S Limestone # 109 Kinkea  Lexington, KY 40526-0001 "
5314,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29472,"HEALTH & FAMILY SERVICES, KENTUCKY CABINET FOR",KY,Franklin,KY-06,U.S. Government Entity,7076041,"275 E Main St # 5wa  Frankfort, KY 40601-2321 "
5315,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC12897,"HEALTH & FAMILY SERVICES, KENTUCKY CABINET FOR",KY,Franklin,KY-06,U.S. Government Entity,94800,"275 E Main St # 5wa  Frankfort, KY 40601-2321 "
5316,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29314,"HEALTH & FAMILY SERVICES, KENTUCKY CABINET FOR",KY,Franklin,KY-06,U.S. Government Entity,10986565,"275 E Main St # 5wa  Frankfort, KY 40601-2321 "
5317,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00020,"HEALTH & FAMILY SERVICES, KENTUCKY CABINET FOR",KY,Franklin,KY-06,U.S. Government Entity,95374,"275 E Main St # 5wa  Frankfort, KY 40601-2321 "
5318,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC00033,"HEALTH & FAMILY SERVICES, KENTUCKY CABINET FOR",KY,Franklin,KY-06,U.S. Government Entity,243358,"275 E Main St # 5wa  Frankfort, KY 40601-2321 "
5319,Maternal and Child Health,EMSC Targeted Issue Grants,2016,H34,H34MC26204,University of Louisville,KY,Jefferson,KY-03,"Corporate Entity, Federal Tax Exempt",51680,"2301 S 3rd St  Louisville, KY 40208-1838 "
5320,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC07306,LOUISVILLE-JEFFERSON COUNTY METRO,KY,Jefferson,KY-03,U.S. Government Entity,907734,"400 E Gray St  Louisville, KY 40202-1740 "
5321,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC08042,KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,KY,Woodford,KY-06,U.S. Government Entity,130000,"300 N Main St  Versailles, KY 40383-1245 "
5322,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00107,Family Roads,LA,East Baton Rouge,LA-06,"Corporate Entity, Federal Tax Exempt",680250,"323 E Airport Ave  Baton Rouge, LA 70806-4841 "
5323,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC27809,"CRESCENT CITY WIC SERVICES, INC.",LA,Jefferson,LA-02,Other,680229,"429 Wall Blvd Ste 6  Gretna, LA 70056-7771 "
5324,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC27810,FAMILY TREE INFORMATION EDUCATION & COUNSELING CENTER,LA,Lafayette,LA-03,"Corporate Entity, Federal Tax Exempt",673191,"2435 W Congress St  Lafayette, LA 70506-5548 "
5325,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2016,T76,T76MC04927,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",LA,Orleans,LA-01,"Corporate Entity, Federal Tax Exempt",350000,"6823 Saint Charles Ave  New Orleans, LA 70118-5665 "
5326,Maternal and Child Health,Epidemiological MCH/SPH Institute,2016,T03,T03MC07649,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",LA,Orleans,LA-01,"Corporate Entity, Federal Tax Exempt",27250,"6823 Saint Charles Ave  New Orleans, LA 70118-5665 "
5327,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29473,"HEALTH AND HOSPITALS, LOUISIANA DEPARTMENT OF",LA,Orleans,LA-02,U.S. Government Entity,9475543,"1450 Poydras St Ste 1652  New Orleans, LA 70112-1227 "
5328,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00099,"NEW ORLEANS, CITY OF",LA,Orleans,LA-02,U.S. Government Entity,1789643,"1300 Perdido St Bsmt  New Orleans, LA 70112-2126 "
5329,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29315,"HEALTH AND HOSPITALS, LOUISIANA DEPARTMENT OF",LA,Orleans,LA-02,U.S. Government Entity,11943120,"1450 Poydras St Ste 1652  New Orleans, LA 70112-1227 "
5330,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC06702,"HEALTH AND HOSPITALS, LOUISIANA DEPARTMENT OF",LA,Orleans,LA-02,U.S. Government Entity,130000,"1450 Poydras St Ste 1652  New Orleans, LA 70112-1227 "
5331,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC00014,"HEALTH AND HOSPITALS, LOUISIANA DEPARTMENT OF",LA,Orleans,LA-02,U.S. Government Entity,246913,"1450 Poydras St Ste 1652  New Orleans, LA 70112-1227 "
5332,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC30117,LOUISIANA STATE UNIVERSITY SYSTEM,LA,Orleans,LA-02,U.S. Government Entity,440910,"433 Bolivar St Ste 815  New Orleans, LA 70112-7021 "
5333,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00021,"HEALTH AND HOSPITALS, LOUISIANA DEPARTMENT OF",LA,Orleans,LA-02,U.S. Government Entity,95374,"1450 Poydras St Ste 1652  New Orleans, LA 70112-1227 "
5334,Maternal and Child Health,Community-Based Integrated Service Systems (Local/State),2016,H25,H25MC00271,"HEALTH AND HOSPITALS, LOUISIANA DEPARTMENT OF",LA,Orleans,LA-02,U.S. Government Entity,426576,"1450 Poydras St Ste 1652  New Orleans, LA 70112-1227 "
5335,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC08043,Bayou Land Families Helping Families Inc,LA,Terrebonne,LA-06,"Corporate Entity, Not Federal Tax Exempt",94800,"286 Louisiana 3185  Thibodaux, LA 70301 "
5336,Maternal and Child Health,Children's Oral Healthcare Access Program,2016,H47,H47MC28898,MAINEHEALTH,ME,Cumberland,ME-01,"Corporate Entity, Federal Tax Exempt",250000,"110 Free St  Portland, ME 04101-3908 "
5337,Maternal and Child Health,Alliance for Innovation on Maternal and Child Health,2016,UC4,UC4MC28037,"CENTER FOR HEALTH POLICY DEVELOPMENT, THE",ME,Cumberland,ME-01,"Corporate Entity, Federal Tax Exempt",472440,"10 Free St Fl 2  Portland, ME 04101-4865 "
5338,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC00003,MAINE PARENT FEDERATION INC,ME,Kennebec,ME-01,"Corporate Entity, Federal Tax Exempt",94800,"484 Maine Ave Ste 1a  Farmingdale, ME 04344-2997 "
5339,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29480,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",ME,Kennebec,ME-01,U.S. Government Entity,5992218,"221 State St Human Services Bldg  Augusta, ME 04330 "
5340,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC00078,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",ME,Kennebec,ME-01,U.S. Government Entity,250000,"221 State St Human Services Bldg  Augusta, ME 04330 "
5341,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29345,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",ME,Kennebec,ME-01,U.S. Government Entity,3310982,"221 State St Human Services Bldg  Augusta, ME 04330 "
5342,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00022,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",ME,Kennebec,ME-01,U.S. Government Entity,85758,"221 State St Human Services Bldg  Augusta, ME 04330 "
5343,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC30118,UNIVERSITY OF NEW ENGLAND,ME,York,ME-01,"Corporate Entity, Federal Tax Exempt",440909,"11 Hills Beach Rd  Biddeford, ME 04005-9526 "
5344,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC23553,MINISTRY OF HEALTH IN THE REP UBLIC OF THE MARSHALL ISLANDS,MH,Majuro,MH-99,Foreign Government,57956,"Delap In The Capital City Of Majuro  Majuro, MH  "
5345,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC25688,MINISTRY OF HEALTH IN THE REP UBLIC OF THE MARSHALL ISLANDS,MH,Majuro,MH-99,Foreign Government,105000,"Delap In The Capital City Of Majuro  Majuro, MH  "
5346,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29346,MINISTRY OF HEALTH IN THE REP UBLIC OF THE MARSHALL ISLANDS,MH,Majuro,MH-99,Foreign Government,226608,"Delap In The Capital City Of Majuro  Majuro, MH  "
5347,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC07946,"Parents' Place Of Maryland, Inc, The",MD,Anne Arundel,MD-03,"Corporate Entity, Federal Tax Exempt",88903,"801 Cromwell Park Dr Ste 103  Glen Burnie, MD 21061-2539 "
5348,Maternal and Child Health,Sickle Cell Treatment Demonstration Program,2016,U1E,U1EMC27864,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",830889,"3400 N Charles St  Baltimore, MD 21218-2608 "
5349,Maternal and Child Health,MCH Research Network Programs,2016,UA6,UA6MC30375,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",300000,"3400 N Charles St  Baltimore, MD 21218-2608 "
5350,Maternal and Child Health,Sickle Cell,2016,U38,U38MC28326,"SICKLE CELL DISEASE ASSOCIATION OF AMERICA, INC.",MD,Baltimore City,MD-03,"Corporate Entity, Federal Tax Exempt",2904400,"3700 Koppers St Ste 570  Halethorpe, MD 21227-1019 "
5351,Maternal and Child Health,National Maternal and Child Health Data Resource Center,2016,U59,U59MC27866,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",750000,"3400 N Charles St  Baltimore, MD 21218-2608 "
5352,Maternal and Child Health,MCH Advanced Education Policy,2016,U02,U02MC28257,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",550000,"3400 N Charles St  Baltimore, MD 21218-2608 "
5353,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2016,T76,T76MC00003,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",635268,"3400 N Charles St  Baltimore, MD 21218-2608 "
5354,Maternal and Child Health,Training CED/COR Pediatric and Child Psychiatry,2016,T20,T20MC07464,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",15000,"3400 N Charles St  Baltimore, MD 21218-2608 "
5355,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC07929,"BALTIMORE HEALTHY START, INC",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",1814000,"610 N Chester St  Baltimore, MD 21205-2303 "
5356,Maternal and Child Health,Epidemiological MCH/SPH Institute,2016,T03,T03MC07645,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",27250,"3400 N Charles St  Baltimore, MD 21218-2608 "
5357,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC27443,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",499997,"3400 N Charles St  Baltimore, MD 21218-2608 "
5358,Maternal and Child Health,EMSC Targeted Issue Grants,2016,H34,H34MC30232,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",264158,"3400 N Charles St  Baltimore, MD 21218-2608 "
5359,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC17245,KENNEDY KRIEGER CHILDREN'S HOSPITAL INC,MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",765303,"707 N Broadway  Baltimore, MD 21205-1832 "
5360,Maternal and Child Health,MCH Pipeline Training Program,2016,T16,T16MC29832,KENNEDY KRIEGER CHILDREN'S HOSPITAL INC,MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",155000,"707 N Broadway  Baltimore, MD 21205-1832 "
5361,Maternal and Child Health,Leadership Education  in Adolescent Health (LEAH),2016,T71,T71MC08054,"JOHNS HOPKINS UNIVERSITY, THE",MD,Baltimore City,MD-07,"Corporate Entity, Federal Tax Exempt",399232,"3400 N Charles St  Baltimore, MD 21218-2608 "
5362,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC06728,MARYLAND INSTITUTE FOR EMERGENCY MEDICAL SERVICES SYSTEMS,MD,Baltimore City,MD-03,U.S. Government Entity,130000,"653 W Pratt St  Baltimore, MD 21201-1536 "
5363,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00023,"HEALTH & MENTAL HYGIENE, MARYLAND DEPARTMENT OF",MD,Baltimore City,MD-07,U.S. Government Entity,95374,"201 W Preston St  Baltimore, MD 21201-2301 "
5364,Maternal and Child Health,Children's Oral Healthcare Access Program,2016,H47,H47MC28476,"HEALTH & MENTAL HYGIENE, MARYLAND DEPARTMENT OF",MD,Baltimore City,MD-07,U.S. Government Entity,250000,"201 W Preston St  Baltimore, MD 21201-2301 "
5365,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29316,"HEALTH & MENTAL HYGIENE, MARYLAND DEPARTMENT OF",MD,Baltimore City,MD-07,U.S. Government Entity,11682618,"201 W Preston St  Baltimore, MD 21201-2301 "
