Award_Year,Grantee_Name,Grantee_Address,Grantee_City,Grantee_State_Abbreviation,Grantee_ZIP_Code,Grant_Activity_Code,Grant_Number,Grant_Serial_Number,Project_Period_Start_Date,Grant_Project_Period_End_Date,HRSA_Program_Area_Code,HRSA_Program_Area_Name,Grant_Program_Name,US_Congressional_Representative_Name,Complete_County_Name,Name_of_US_Senator_Number_One,Name_of_US_Senator_Number_Two,Data_Warehouse_Record_Create_Date,Grantee_Type_Description,DUNS_Number,Geocoding_Artifact_Address_Primary_X_Coordinate,Geocoding_Artifact_Address_Primary_Y_Coordinate
2023,THE JOHNS HOPKINS UNIVERSITY,3400 N Charles St,Baltimore,MD,21218-2608,R42,R42MC49146,49146,2023/07/01,2025/06/30,MCHB,Maternal and Child Health,R42 MCH Secondary Data Analysis Research (R42),Kweisi Mfume,Baltimore City,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,"Corporate Entity, Federal Tax Exempt",1910777.0,-76.61805999,39.33037802
2023,MISSOURI HOSPITAL ASSOCIATION,4712 Country Club Dr,Jefferson City,MO,65109-4541,A30,A30MC49996,49996,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Blaine Luetkemeyer,Cole County,Josh Hawley,Eric Schmitt,2024/11/04,"Corporate Entity, Federal Tax Exempt",75911362.0,-92.27619554,38.58349053
2023,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,3401 Civic Center Blvd,Philadelphia,PA,19104-4319,T77,T77MC00012,12,1997/07/01,2028/06/30,MCHB,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),Dwight Evans,Philadelphia County,"Robert P. Casey, Jr.",John Fetterman,2024/11/04,"Corporate Entity, Federal Tax Exempt",73757627.0,-75.19295041,39.94860274
2023,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",1601 Precision Park Ln,San Diego,CA,92173-1345,H17,H17MC48962,48962,2023/03/01,2028/02/29,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Juan Vargas,San Diego County,Alex Padilla,Laphonza R. Butler,2024/11/04,"Corporate Entity, Federal Tax Exempt",73333221.0,-117.05942656,32.56692288
2023,TEXAS A & M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER,6003 TAMU,College Station,TX,77843-0001,UR6,UR6MC50353,50353,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),Michael T. McCaul,Brazos County,John Cornyn,Ted Cruz,2024/11/04,U.S. Government Entity,835607441.0,-96.35153168,30.614539
2023,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,2100 Bull St,Columbia,SC,29201-2104,H33,H33MC06719,6719,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),James E. Clyburn,Richland County,Lindsey Graham,Tim Scott,2024/11/04,U.S. Government Entity,808385892.0,-81.03372701,34.01425364
2023,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,235 S Grand Ave,Lansing,MI,48933-1805,H98,H98MC26257,26257,2013/09/01,2025/02/28,MCHB,Maternal and Child Health,Awareness and Access to Care for Children and Youth with Epilepsy (H98),Elissa Slotkin,Ingham County,Debbie Stabenow,Gary C. Peters,2024/11/04,U.S. Government Entity,113704139.0,-84.55065749,42.73136685
2023,"Administrators of the Tulane Educational Fund, The",6823 Saint Charles Ave,New Orleans,LA,70118-5665,T76,T76MC04927,4927,2005/06/01,2025/05/31,MCHB,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",Steve Scalise,Orleans Parish,Bill Cassidy,John Kennedy,2024/11/04,"Corporate Entity, Federal Tax Exempt",53785812.0,-90.12324436,29.93487767
2023,THE MEDICAL UNIVERSITY OF SOUTH CAROLINA,179 Ashley Ave,Charleston,SC,29425-8908,R41,R41MC42775,42775,2021/09/01,2025/08/31,MCHB,Maternal and Child Health,Autism Secondary Data Analysis Research (SDAR) Program (R41),James E. Clyburn,Charleston County,Lindsey Graham,Tim Scott,2024/11/04,U.S. Government Entity,183710748.0,-79.94738915,32.78693789
2023,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,450 Clarkson Ave,Brooklyn,NY,11203-2012,T73,T73MC42025,42025,2021/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Yvette D. Clarke,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",40796328.0,-73.94507798,40.65566644
2023,VANDERBILT UNIVERSITY MEDICAL CENTER,"1161 21st Ave S, #D3300",Nashville,TN,37232-0011,H33,H33MC31540,31540,2017/07/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Mark E. Green,Davidson County,Marsha Blackburn,Bill Hagerty,2024/11/04,"Corporate Entity, Federal Tax Exempt",79917897.0,-86.79977281,36.14467962
2023,DEPARTMENT OF PUBLIC HEALTH ILLINOIS,525 W Jefferson St,Springfield,IL,62702-5056,U4A,U4AMC45818,45818,2022/09/30,2026/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Nikki Budzinski,Sangamon County,Richard J. Durbin,Tammy Duckworth,2024/11/04,U.S. Government Entity,806660296.0,-89.66082541,39.803074
2023,DEPARTMENT OF HEALTH NEW MEXICO,1190 S Saint Francis Dr,Santa Fe,NM,87505-4173,H18,H18MC00035,35,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Teresa Leger Fernandez,Santa Fe County,Martin Heinrich,Ben Ray Luján,2024/11/04,U.S. Government Entity,808389274.0,-105.95495466,35.67166028
2023,REGENTS OF THE UNIVERSITY OF MINNESOTA,200 Oak St SE,Minneapolis,MN,55455-2009,T79,T79MC00007,7,1988/07/01,2028/06/30,MCHB,Maternal and Child Health,Maternal and Child Health Nutrition Training Program (T79),Ilhan Omar,Hennepin County,Amy Klobuchar,Tina Smith,2024/11/04,Other,555917996.0,-93.2270906,44.97493411
2023,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE","1855 Folsom St, Ste 425",San Francisco,CA,94103-4249,U4A,U4AMC53380,53380,2024/07/31,2025/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Nancy Pelosi,San Francisco County,Alex Padilla,Laphonza R. Butler,2024/11/04,U.S. Government Entity,94878337.0,-122.4154683,37.76727455
2023,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,4300 Cherry Creek Dr S,Denver,CO,80246-1523,H18,H18MC00006,6,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Diana DeGette,Arapahoe County,Michael F. Bennet,John W. Hickenlooper,2024/11/04,U.S. Government Entity,878208826.0,-104.93814547,39.70564487
2023,MGH FAMILY HEALTH CENTER,2201 S Getty St,Muskegon,MI,49444-1207,H17,H17MC40190,40190,2021/03/01,2026/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Hillary J. Scholten,Muskegon County,Debbie Stabenow,Gary C. Peters,2024/11/04,"Corporate Entity, Federal Tax Exempt",39712711.0,-86.22456219,43.21162505
2023,THE CLEVELAND CLINIC FOUNDATION,9500 Euclid Ave,Cleveland,OH,44195-0001,H98,H98MC26260,26260,2013/09/01,2025/02/28,MCHB,Maternal and Child Health,Awareness and Access to Care for Children and Youth with Epilepsy (H98),Shontel M. Brown,Cuyahoga County,Sherrod Brown,J. D. Vance,2024/11/04,"Corporate Entity, Federal Tax Exempt",17730458.0,-81.62164778,41.50340529
2023,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,104 Airport Dr STE 2200,Chapel Hill,NC,27599-5023,H6M,H6MMC33235,33235,2019/09/01,2025/02/28,MCHB,Maternal and Child Health,State Implementation Grants for Improving Services for Children and Youth with ASD (H6M),Valerie P. Foushee,Orange County,Thom Tillis,Ted Budd,2024/11/04,Other,608195277.0,-79.05737658,35.93160041
2023,NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES,4150 Technology Way,Carson City,NV,89706-2026,H18,H18MC00032,32,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Mark E. Amodei,Carson City,Catherine Cortez Masto,Jacky Rosen,2024/11/04,U.S. Government Entity,625364849.0,-119.72370895,39.19590536
2023,NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES,301 Centennial Mall S,Lincoln,NE,68508-2529,H4N,H4NMC49265,49265,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Mike Flood,Lancaster County,Deb Fischer,Pete Ricketts,2024/11/04,U.S. Government Entity,808819957.0,-96.69972264,40.81082791
2023,VIRGIN ISLANDS DEPT OF HEALTH GROUP,Hospital Ground Rd,Charlotte Amalie,VI,00802,H33,H33MC06725,6725,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Stacey E. Plaskett,St. Thomas,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,167269765.0,-64.92510422,18.34677207
2023,THE UNIVERSITY OF SOUTH DAKOTA,414 E Clark St,Vermillion,SD,57069-2307,H33,H33MC06693,6693,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Dusty Johnson,Clay County,John Thune,Mike Rounds,2024/11/04,U.S. Government Entity,929930808.0,-96.92656267,42.78252768
2023,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,195 N 1950 W,Salt Lake City,UT,84116-3100,U7E,U7EMC42171,42171,2021/08/01,2026/07/31,MCHB,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),Celeste Maloy,Salt Lake County,Mike Lee,Mitt Romney,2024/11/04,U.S. Government Entity,959347972.0,-111.9474018,40.7747343
2023,UNIVERSITY OF NORTH DAKOTA,264 Centennial Dr STOP 8371,Grand Forks,ND,58202-8371,A30,A30MC50013,50013,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Kelly Armstrong,Grand Forks County,John Hoeven,Kevin Cramer,2024/11/04,Other,102280781.0,-97.07360254,47.91993846
2023,University of Texas at Austin,110 Inner Campus Dr,Austin,TX,78712-1139,T73,T73MC42029,42029,2021/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Lloyd Doggett,Travis County,John Cornyn,Ted Cruz,2024/11/04,Other,170230239.0,-97.73935406,30.28660982
2023,HEALTH SERVICES KENTUCKY CABINET FOR,275 E Main St,Frankfort,KY,40601-2321,X10,X10MC50303,50303,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",James Comer,Franklin County,Mitch McConnell,Rand Paul,2024/11/04,U.S. Government Entity,927049767.0,-84.86175845,38.19821996
2023,SICKLE CELL FOUNDATION OF TENNESSEE,680 Oakleaf Office Ln STE 101,Memphis,TN,38117-4828,D1J,D1JMC46838,46838,2022/09/01,2026/08/31,MCHB,Maternal and Child Health,Sickle Cell Disease Newborn Screening Follow-up Program (D1J),Steve Cohen,Shelby County,Marsha Blackburn,Bill Hagerty,2024/11/04,"Corporate Entity, Federal Tax Exempt",35429623.0,-89.90631157,35.11240956
2023,UNIVERSITY OF NEW ENGLAND,11 Hills Beach Rd,Biddeford,ME,04005-9599,T73,T73MC30118,30118,2016/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Chellie Pingree,York County,Susan M. Collins,"Angus S., Jr. King",2024/11/04,"Corporate Entity, Federal Tax Exempt",71735252.0,-70.3893625,43.45823066
2023,NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES,4150 Technology Way,Carson City,NV,89706-2026,X10,X10MC50314,50314,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Mark E. Amodei,Carson City,Catherine Cortez Masto,Jacky Rosen,2024/11/04,U.S. Government Entity,625364849.0,-119.72370895,39.19590536
2023,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,2100 Bull St,Columbia,SC,29201-2104,H4N,H4NMC49269,49269,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),James E. Clyburn,Richland County,Lindsey Graham,Tim Scott,2024/11/04,U.S. Government Entity,808385892.0,-81.03372701,34.01425364
2023,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,3401 Civic Center Blvd,Philadelphia,PA,19104-4319,U1A,U1AMC28549,28549,2015/06/01,2026/05/31,MCHB,Maternal and Child Health,Thalassemia (U1A),Dwight Evans,Philadelphia County,"Robert P. Casey, Jr.",John Fetterman,2024/11/04,"Corporate Entity, Federal Tax Exempt",73757627.0,-75.19295041,39.94860274
2023,REGENTS OF THE UNIVERSITY OF MINNESOTA,200 Oak St SE,Minneapolis,MN,55455-2009,T73,T73MC12835,12835,2009/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Ilhan Omar,Hennepin County,Amy Klobuchar,Tina Smith,2024/11/04,Other,555917996.0,-93.2270906,44.97493411
2023,THE UNIVERSITY OF SOUTH DAKOTA,414 E Clark St,Vermillion,SD,57069-2307,T73,T73MC00037,37,1991/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Dusty Johnson,Clay County,John Thune,Mike Rounds,2024/11/04,U.S. Government Entity,929930808.0,-96.92656267,42.78252768
2023,TRUSTEES OF INDIANA UNIVERSITY,107 S Indiana Ave,Bloomington,IN,47405-7000,T71,T71MC45699,45699,2022/07/01,2027/06/30,MCHB,Maternal and Child Health,Leadership Education  in Adolescent Health (LEAH) (T71),Erin Houchin,Monroe County,Todd Young,Mike Braun,2024/11/04,Other,6046700.0,-86.52688939,39.16609378
2023,"CENTER FOR TRAUMA COUNSELING, INC.",6801 Lake Worth Rd STE 307,Greenacres,FL,33467-2966,H17,H17MC40186,40186,2021/03/01,2026/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Lois Frankel,Palm Beach County,Marco Rubio,Rick Scott,2024/11/04,"Corporate Entity, Federal Tax Exempt",50637948.0,-80.15222019,26.61777897
2023,"Health And Human Resources, West Virginia Department Of",350 Capitol St RM 702,Charleston,WV,25301-1757,H18,H18MC00056,56,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Carol D. Miller,Kanawha County,"Joe Manchin, III",Shelley Moore Capito,2024/11/04,U.S. Government Entity,140779708.0,-81.63243621,38.35119614
2023,VIRGINIA DEPARTMENT OF HEALTH,109 Governor St,Richmond,VA,23219-3623,U7E,U7EMC42173,42173,2021/08/01,2026/07/31,MCHB,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),Jennifer L. McClellan,Richmond City,Mark R. Warner,Tim Kaine,2024/11/04,U.S. Government Entity,602160298.0,-77.43225288,37.53738694
2023,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,51 College Rd BLDG 107,Durham,NH,03824-2620,T73,T73MC33246,33246,2019/07/03,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Chris Pappas,Strafford County,Jeanne Shaheen,Margaret Wood Hassan,2024/11/04,"Corporate Entity, Federal Tax Exempt",111089470.0,-70.93505567,43.13718278
2023,"HEALTH, WASHINGTON STATE DEPARTMENT OF",101 Israel Rd SE,Tumwater,WA,98501-5570,U7A,U7AMC50511,50511,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,State Maternal Health Innovation Program (U7A),Marilyn Strickland,Thurston County,Patty Murray,Maria Cantwell,2024/11/04,U.S. Government Entity,808883128.0,-122.9061346,46.98538693
2023,CHILDREN'S RESEARCH INSTITUTE,111 Michigan Ave NW,Washington,DC,20010-2916,T73,T73MC42022,42022,2021/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",143983562.0,-77.01380606,38.92629759
2023,UNIVERSITY OF MIAMI,1320 S Dixie Hwy STE 1200,Coral Gables,FL,33146-2926,T73,T73MC00013,13,1989/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Maria Elvira Salazar,Miami-Dade County,Marco Rubio,Rick Scott,2024/11/04,"Corporate Entity, Federal Tax Exempt",52780918.0,-80.27766509,25.7137698
2023,MINNESOTA DEPARTMENT OF HEALTH,625 Robert St N,Saint Paul,MN,55155,H4N,H4NMC49264,49264,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Betty McCollum,Ramsey County,Amy Klobuchar,Tina Smith,2024/11/04,U.S. Government Entity,804887321.0,-93.09777602,44.95440305
2023,EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE,417 Federal St,Dover,DE,19901-3635,U4C,U4CMC49929,49929,2023/09/30,2026/09/29,MCHB,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),Lisa Blunt Rochester,Kent County,Thomas R. Carper,Christopher A. Coons,2024/11/04,U.S. Government Entity,103989187.0,-75.52151272,39.15560001
2023,"HEALTH, NEW JERSEY DEPARTMENT OF",55 N Willow St,Trenton,NJ,08608-1203,H33,H33MC06718,6718,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Bonnie Watson Coleman,Mercer County,Robert Menendez,George S. Helmy,2024/11/04,U.S. Government Entity,806418075.0,-74.76821842,40.2217416
2023,AMERICAN SAMOA GOVERNMENT,1ST FL AP LUTALI BLDG,PAGO PAGO,AS,96799,H33,H33MC06697,6697,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Aumua Amata Coleman Radewagen,Western District,Not Determined,Not Determined,2024/11/04,Other,854990462.0,-170.747,-14.319
2023,PTI NEBRASKA,"1941 S 42nd St, Ste 205",Omaha,NE,68105-2938,H84,H84MC08009,8009,2007/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Don Bacon,Douglas County,Deb Fischer,Pete Ricketts,2024/11/04,"Corporate Entity, Not Federal Tax Exempt",44690688.0,-95.97572729,41.24062735
2023,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,4301 W Markham St,Little Rock,AR,72205-7199,U7A,U7AMC46847,46847,2022/09/30,2027/09/29,MCHB,Maternal and Child Health,State Maternal Health Innovation Program (U7A),J. French Hill,Pulaski County,John Boozman,Tom Cotton,2024/11/04,"Corporate Entity, Federal Tax Exempt",122452563.0,-92.32001059,34.75151888
2023,TENNESSEE DEPARTMENT OF HEALTH,710 James Robertson Pkwy,Nashville,TN,37243-1219,H61,H61MC00066,66,2001/03/31,2029/03/31,MCHB,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),Mark E. Green,Davidson County,Marsha Blackburn,Bill Hagerty,2024/11/04,U.S. Government Entity,172636268.0,-86.78694632,36.16756117
2023,DEPARTMENT OF HEALTH,One Fagaalu Road,PAGO PAGO,AS,96799,H84,H84MC32233,32233,2018/09/30,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Aumua Amata Coleman Radewagen,Western District,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,854993177.0,-170.747,-14.319
2023,CHILDREN'S HOSPITAL LOS ANGELES,4650 W Sunset Blvd,Los Angeles,CA,90027-6062,T73,T73MC00008,8,1990/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Adam B. Schiff,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,"Corporate Entity, Federal Tax Exempt",52277936.0,-118.2901523,34.09812254
2023,DEPARTMENT OF HEALTH,One Fagaalu Road,PAGO PAGO,AS,96799,H18,H18MC00059,59,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Aumua Amata Coleman Radewagen,Western District,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,854993177.0,-170.747,-14.319
2023,CITY OF COLUMBUS,240 Parsons Ave,Columbus,OH,43215-5331,H49,H49MC00028,28,2000/06/01,2029/03/31,MCHB,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),Joyce Beatty,Franklin County,Sherrod Brown,J. D. Vance,2024/11/04,U.S. Government Entity,932901762.0,-82.98192086,39.95950479
2023,ASSOCIATION OF UNIVERSITY CENTERS ON DISABILITIES,1100 Wayne Ave STE 1000,Silver Spring,MD,20910-5621,UA5,UA5MC11068,11068,2008/09/01,2027/08/31,MCHB,Maternal and Child Health,Autism CARES Act National Interdisciplinary Training Resource Center (UA5),Jamie Raskin,Montgomery County,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,"Corporate Entity, Federal Tax Exempt",96364120.0,-77.02847497,38.99448161
2023,UNIVERSITY OF TENNESSEE,62 S Dunlap St,Memphis,TN,38103-4902,T73,T73MC00038,38,1989/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Steve Cohen,Shelby County,Marsha Blackburn,Bill Hagerty,2024/11/04,"Corporate Entity, Federal Tax Exempt",941884009.0,-90.03317134,35.13852237
2023,IDAHO PARENTS UNLIMITED INC,"4619 W Emerald St, Ste E",Boise,ID,83706-2051,H84,H84MC12896,12896,2009/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Michael K. Simpson,Ada County,Mike Crapo,James E. Risch,2024/11/04,"Corporate Entity, Federal Tax Exempt",62600820.0,-116.23971507,43.61153474
2023,UNIVERSITY OF ALABAMA AT BIRMINGHAM,701 20th St S,Birmingham,AL,35233-2031,H17,H17MC48968,48968,2023/03/01,2028/02/29,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Terri A. Sewell,Jefferson County,Tommy Tuberville,Katie Boyd Britt,2024/11/04,Other,63690705.0,-86.79955706,33.50553288
2023,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,200 Piedmont Ave SE,Atlanta,GA,30334-9032,H33,H33MC23294,23294,2011/07/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Nikema Williams,Fulton County,Jon Ossoff,Raphael G. Warnock,2024/11/04,U.S. Government Entity,968217559.0,-84.38662951,33.75020013
2023,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,101 Blair Dr,Raleigh,NC,27603-2040,H49,H49MC52123,52123,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),Deborah K. Ross,Wake County,Thom Tillis,Ted Budd,2024/11/04,U.S. Government Entity,809785363.0,-78.66243496,35.77153141
2023,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,195 N 1950 W,Salt Lake City,UT,84116-3100,H18,H18MC00049,49,1997/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Celeste Maloy,Salt Lake County,Mike Lee,Mitt Romney,2024/11/04,U.S. Government Entity,959347972.0,-111.9474018,40.7747343
2023,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,4300 Cherry Creek Dr S,Denver,CO,80246-1523,H4N,H4NMC49253,49253,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Diana DeGette,Arapahoe County,Michael F. Bennet,John W. Hickenlooper,2024/11/04,U.S. Government Entity,878208826.0,-104.93814547,39.70564487
2023,Charles R. Drew University of Medicine and Science,1731 E 120th St,Los Angeles,CA,90059-3051,U2E,U2EMC52097,52097,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Integrated Maternal Health Services (U2E),Maxine Waters,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,"Corporate Entity, Federal Tax Exempt",785877408.0,-118.24264384,33.92462184
2023,THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,1201 W University Dr,Edinburg,TX,78539-2909,UR6,UR6MC50345,50345,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),Monica De La Cruz,Hidalgo County,John Cornyn,Ted Cruz,2024/11/04,U.S. Government Entity,69444511.0,-98.17653469,26.30359326
2023,University of Illinois,809 S Marshfield Ave,Chicago,IL,60612-4305,T73,T73MC11047,11047,2008/09/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Danny K. Davis,Cook County,Richard J. Durbin,Tammy Duckworth,2024/11/04,U.S. Government Entity,98987217.0,-87.66772802,41.87029243
2023,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,989200 Nebraska Medical Ctr,Omaha,NE,68198,A30,A30MC49983,49983,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Don Bacon,Douglas County,Deb Fischer,Pete Ricketts,2024/11/04,"Corporate Entity, Federal Tax Exempt",168559177.0,-95.976097,41.25395
2023,IOWA DEPARTMENT OF PUBLIC HEALTH,321 E 12th St,Des Moines,IA,50319-1002,U4C,U4CMC32329,32329,2018/09/30,2026/09/29,MCHB,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),Zachary Nunn,Polk County,Chuck Grassley,Joni Ernst,2024/11/04,U.S. Government Entity,808345920.0,-93.6013818,41.59100343
2023,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,4301 W Markham St,Little Rock,AR,72205-7199,U4A,U4AMC45819,45819,2022/09/30,2026/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),J. French Hill,Pulaski County,John Boozman,Tom Cotton,2024/11/04,"Corporate Entity, Federal Tax Exempt",122452563.0,-92.32001059,34.75151888
2023,"University Of California, Los Angeles",10889 Wilshire Blvd,Los Angeles,CA,90024-4201,T76,T76MC00014,14,1997/07/01,2025/05/31,MCHB,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",Brad Sherman,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,U.S. Government Entity,92530369.0,-118.44353853,34.05886011
2023,BEXAR COUNTY HOSPITAL DISTRICT,4502 Medical Dr,San Antonio,TX,78229-4402,U2E,U2EMC52096,52096,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Integrated Maternal Health Services (U2E),Joaquin Castro,Bexar County,John Cornyn,Ted Cruz,2024/11/04,U.S. Government Entity,69446656.0,-98.57826338,29.50975127
2023,OKLAHOMA STATE DEPARTMENT OF HEALTH,123 Robert S Kerr Ave,Oklahoma City,OK,73102-6406,X10,X10MC50323,50323,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Stephanie I. Bice,Oklahoma County,James Lankford,Markwayne Mullin,2024/11/04,U.S. Government Entity,143673015.0,-97.51534988,35.46981375
